Field Name	Parse statement	Description	Sample value from Log
resource_accessKeyDetails_accessKeyId	json_extract(resource, "$.accessKeyDetails.accessKeyId")	
resource_accessKeyDetails_principalId	json_extract(resource, "$.accessKeyDetails.principalId")	
resource_accessKeyDetails_userName	json_extract(resource, "$.accessKeyDetails.userName")	
resource_accessKeyDetails_userType	json_extract(resource, "$.accessKeyDetails.userType")	
resource_containerDetails_containerRuntime	json_extract(resource, "$.containerDetails.containerRuntime")	
resource_containerDetails_id	json_extract(resource, "$.containerDetails.id")	
resource_containerDetails_image	json_extract(resource, "$.containerDetails.image")	
resource_containerDetails_imagePrefix	json_extract(resource, "$.containerDetails.imagePrefix")	
resource_containerDetails_imageUid	json_extract(resource, "$.containerDetails.imageUid")	
resource_containerDetails_name	json_extract(resource, "$.containerDetails.name")	
resource_containerDetails_securityContext_privileged	json_extract(resource, "$.containerDetails.securityContext.privileged")	
resource_containerDetails_volumeMounts_mountPath	json_extract(resource, "$.containerDetails.volumeMounts.mountPath")	
resource_containerDetails_volumeMounts_name	json_extract(resource, "$.containerDetails.volumeMounts.name")	
resource_ebsVolumeDetails_scannedVolumeDetails_deviceName	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.deviceName")	
resource_ebsVolumeDetails_scannedVolumeDetails_encryptionType	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.encryptionType")	
resource_ebsVolumeDetails_scannedVolumeDetails_kmsKeyArn	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.kmsKeyArn")	
resource_ebsVolumeDetails_scannedVolumeDetails_snapshotArn	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.snapshotArn")	
resource_ebsVolumeDetails_scannedVolumeDetails_volumeArn	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.volumeArn")	
resource_ebsVolumeDetails_scannedVolumeDetails_volumeSizeInGB	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.volumeSizeInGB")	
resource_ebsVolumeDetails_scannedVolumeDetails_volumeType	json_extract(resource, "$.ebsVolumeDetails.scannedVolumeDetails.volumeType")	
resource_ebsVolumeDetails_skippedVolumeDetails	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails")	
resource_ebsVolumeDetails_skippedVolumeDetails_deviceName	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.deviceName")	
resource_ebsVolumeDetails_skippedVolumeDetails_encryptionType	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.encryptionType")	
resource_ebsVolumeDetails_skippedVolumeDetails_kmsKeyArn	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.kmsKeyArn")	
resource_ebsVolumeDetails_skippedVolumeDetails_snapshotArn	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.snapshotArn")	
resource_ebsVolumeDetails_skippedVolumeDetails_volumeArn	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.volumeArn")	
resource_ebsVolumeDetails_skippedVolumeDetails_volumeSizeInGB	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.volumeSizeInGB")	
resource_ebsVolumeDetails_skippedVolumeDetails_volumeType	json_extract(resource, "$.ebsVolumeDetails.skippedVolumeDetails.volumeType")	
resource_ecsClusterDetails_activeServicesCount	json_extract(resource, "$.ecsClusterDetails.activeServicesCount")	
resource_ecsClusterDetails_arn	json_extract(resource, "$.ecsClusterDetails.arn")	
resource_ecsClusterDetails_name	json_extract(resource, "$.ecsClusterDetails.name")	
resource_ecsClusterDetails_registeredContainerInstancesCount	json_extract(resource, "$.ecsClusterDetails.registeredContainerInstancesCount")	
resource_ecsClusterDetails_runningTasksCount	json_extract(resource, "$.ecsClusterDetails.runningTasksCount")	
resource_ecsClusterDetails_status	json_extract(resource, "$.ecsClusterDetails.status")	
resource_ecsClusterDetails_tags_key	json_extract(resource, "$.ecsClusterDetails.tags.key")	
resource_ecsClusterDetails_tags_value	json_extract(resource, "$.ecsClusterDetails.tags.value")	
resource_ecsClusterDetails_taskDetails_arn	json_extract(resource, "$.ecsClusterDetails.taskDetails.arn")	
resource_ecsClusterDetails_taskDetails_containers_containerRuntime	json_extract(resource, "$.ecsClusterDetails.taskDetails.containers.containerRuntime")	
resource_ecsClusterDetails_taskDetails_containers_id	json_extract(resource, "$.ecsClusterDetails.taskDetails.containers.id")	
