_raw_log
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:32:57.575+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:04.241+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:07.575+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:10.909+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:14.241+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:17.575+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:20.908+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:24.241+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:27.575+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:30.909+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:34.241+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:37.575+10
<143>Jul 01 2024 06:34:54 10.152.23.157 CEF:0|Aruba Networks|ClearPass|6.11.7.257550|13020||1|event_source=TACACS+ Server level=ERROR category=Request description=TACACS+ request from unknown NAD=10.152.23.135 action_key=Failed timestamp=2024-07-01 06:33:40.909+10
